user_id,product_id,rating
A1KMPR2YS2RZOW,B0007U9SOC,5.0
A6KR71GIO6E1T,B0009R5KMM,4.0
AVUNIGLYKR8K5,B00CL58JYQ,5.0
AQ6PDTJC7MUJ6,B004I43F9C,5.0
A340ZR4EQI4VGO,B0019EHU8G,4.0
A2830LOANX1QOR,B005FDXMJS,3.0
A3R8A3Q641HUF5,B000RJLT0E,3.0
A1W1KF0AQ8HLFK,B00AIRUOI8,5.0
A2G5005Y9IAVEO,B008UHK3KM,4.0
A3BVM5RWCJ2Q15,B003WGV36O,3.0
A2ZVDZPJ2KGDJF,B0014JE33Q,4.0
A5K6AFJF3VMAI,B0006PKY5A,5.0
A3O6DMG1QGS3RC,B001WRQ7O8,1.0
AP115CNOER0EZ,B00122FCRG,5.0
A260SSASBXC090,B001FFP4PK,5.0
A8WXLST0944GZ,B004HO596K,3.0
A2FO3QVIM0M26T,B009NTJ4LA,5.0
A1Z9C4SP4R257J,B00126V8WU,5.0
A1LKHZ271JW2F2,B00DGHD2TA,5.0
A1CIAYVC6UNXK5,B0049JU15M,2.0
A2BAJ5G93WSDQV,B00005M1UY,4.0
A38RG06S68GG3J,B0097BEFYA,5.0
AYRO2BJJ2DIQ2,B0049YQVHE,5.0
A2VHD8KYEHZ450,B00005TSKJ,5.0
A1770UCNHUGZ7B,B005Y1CYSQ,5.0
AIGP803XVTLKM,B000OEZSXQ,1.0
A1YN7O8NRX1JQ1,B005BJUZOG,1.0
A9J9WMU0113GG,B0085IZNJW,5.0
A2XLINFD2FQ5Y5,B00479SVBU,1.0
A5CI2LK0AGMY,B0013FFOBG,5.0
A3B0POXQKMFQGB,B003ELOSIW,1.0
A36WZUDHT90051,B00H7PBWK8,5.0
AG16PRCYMVTOA,B00B8P8IVO,5.0
A21G1VI8BA7YFS,B007B6XX64,5.0
AM93KBB79O6YQ,B00501VCO2,5.0
AUCBQKIUKC5W0,B0064DEI50,5.0
A2PAFFIYPS2N21,B009AEPJ8U,1.0
A2IBEIQYMRT2UF,B001CBKJGG,5.0
ACJ9N7ED37HXS,B006ZBWV0K,5.0
A1GXWTK2H3Y4IG,B007VGGFZU,3.0
A20BM5QYFIYG8B,B002IC0YLS,1.0
A1PJGYPOJLEHGC,B0091JHY82,3.0
AHLD5MLSDIA1Y,B001A4HAFS,5.0
A2V2JZ6RHZYJ9E,B00CAMT26E,5.0
AECNYA86ROY78,B0090BSSZO,5.0
A1V0BPMQVY24VX,B000K1OW5I,5.0
A1YYBP7N57F1IR,B004SBBD8U,5.0
A3PP7UGDW3VG4N,B007GWFN8E,5.0
A3495ZTFATVG1I,B0002Y5WZC,4.0
A2J19U8H5SSFCJ,B00A0JUNYY,2.0
ARZF78KRFKO2S,B0031U1ATG,4.0
AZ1HNY0KOGA36,B00000JSGF,5.0
A30WZTH0J32W3Q,B003QLE4M0,5.0
A2HXOW9NN7XRNT,B006ZW4HY2,3.0
A1HRECPV2Q79BG,B003GSLU3E,4.0
A34TFE4IGJ15JF,B00H9BEC8E,5.0
A3RDRL5WNI5NIO,B000063ILA,4.0
A1J9SZBWVVL5NP,B003OBXHPC,3.0
A2MJPAQT08IWVK,B005GAPGSU,3.0
A392VE7BCNDMJP,B00GGDCYI6,5.0
A12URZ3CMXC0LO,B007OXMHDE,5.0
AHFR1KN8VPM62,B001UEBN42,5.0
A2IC2EXB16ER9A,B00426C56U,3.0
A342SPO0U0JX6N,B000PYCO7S,1.0
A3UQ66AYXFZ1SX,B003WUBIZQ,5.0
A2EZ1H4ISPEZ2V,B003E2VLZ4,5.0
A32R1VG02SR1RG,B003J9BMLA,5.0
A1XX84RK3R25YE,B004Q79BIA,5.0
AUU4G4TASZUWV,B0057XC4V8,5.0
A1MNT2FR5BXQWE,B000NM8DI6,3.0
A2VN5A3TOJPYB2,B003SX0P1A,5.0
A1PDK6P3S9IH7U,B0036QLHKC,5.0
AFUIK9CRPGIAW,B000MF674G,4.0
A1XDJ86L2U6IR5,B004J3V7MO,4.0
A3L8XBOTYZ45X3,B002U0KE8Q,5.0
AFU0PR2AODGC5,B006ZP8UOW,5.0
A3LYRASFZDO261,B002M38I2U,5.0
A19JUY741R0B57,B005MHN6K2,5.0
A203OCQQ12MAVT,B00009R6HB,4.0
A2XDIUBL3RECOC,B000TTTJ36,2.0
A2785D36DAF33R,B005BDAR5E,3.0
A29DM6VZMDE7HP,B000KIAHU0,5.0
A3LNVP9DGN46FB,B003WJR68U,4.0
A39EKY30J4BZMQ,B009YTVFAW,4.0
A38A244D1OBKGU,B005C31HC0,3.0
A1Q926OB77BRTV,B000BQ7GW8,5.0
A1OIWTBFEP3UVV,B00871NPP6,2.0
A1QTYNTOJM7FVK,B0032HM6JG,4.0
A2UEGB6AEJR83F,B005H3L1GW,5.0
A1Q6DG2GQG1XZD,B005HFYE1O,5.0
AXK09IYBE9HLG,B0014WG4QW,5.0
A2UZ7OIJ47SBKP,B0096T9ACU,3.0
A2GW8D5204T89I,B0099PM5GE,5.0
ARX7Z3NI6O0F7,B000I4WHDQ,3.0
A1Y4EIEKCMCX,B000NWIOM6,1.0
A3MNFT5VFJ2V0V,B005NJS4YC,3.0
ASBXNXVENH9OE,B0063F7OAK,5.0
A7PQHM1NYP7TC,B003IN0GRI,2.0
A3VUDINWMUS7ST,B0018M256G,5.0
A2DJ9FZD5QQZWI,B0018DQYQ2,3.0
A8R3VAR7CKZSP,B00BKRMMUS,3.0
A3IMJUJKP112CG,B0003NN83K,5.0
A2DIY3R5I871R0,B0046SLA4M,1.0
AAZTMLVDQUHZK,B003IZFCFW,5.0
A1FH5A0GBHBT9D,B003XMAD18,5.0
AJ8D2W2SNIREE,B0074BW614,5.0
A38PV5E2IRQBTG,B006JWMOOI,5.0
A2PO7U8D4BR28Y,B0091DQ79K,5.0
A1OJDQHLICUMJ0,B007ZT22ZU,4.0
A23ZXN99QTUCZV,B0053NBLFW,1.0
AH9AUW175XCVP,B003YKG2XM,4.0
AUGVUSFWVU3VU,B004GBIDEO,5.0
A1FBDJ0SPDUXXB,B004MU8VCS,2.0
AV76QFTP7G5NR,B007U1X28Y,5.0
A386MRIDH3UP4H,B00A2WMONW,5.0
A3LDLV1GWQJLEQ,B004GUT1QO,5.0
A3MIIJDI0WHCZI,B0000BZLBA,5.0
A1F3GTM0KTFY4H,B004XC3GWU,5.0
AJ0K0MCTLCYYS,B001JSJWRY,5.0
A9GWBCKURNXZS,B0002MQGOU,5.0
ACJDQTGJ9XXWB,B002NU5O74,5.0
A230IBZPR5PDVZ,B003WD2SLQ,3.0
A194FK8VREWONM,B000BO3CW8,5.0
A1I0P4FUSI6SA5,B002JJIFDY,5.0
A24MKC0VMEY3CN,B003XS5QNM,4.0
A1KURTCUDMSNF4,B003Y35VJA,3.0
AX483DP66N6KM,B0096VBXQE,5.0
AFVQWJZ4K5KPY,B0002XN3VS,5.0
A158YNKHI6AP4R,B000JLKKBY,1.0
ATGR61P08PW68,B00005TQ08,5.0
A144EZZ8RCL0AB,B0002CZHN6,1.0
A1YM80R5OI2ZHC,B0045N9WAM,5.0
A3E42P4XERP5AR,B002WE6D44,5.0
AWK7Z0B3W7BHB,B00FONBG1A,4.0
A3QHWJI51N6A5N,B007L6NYAO,5.0
A7O7US1AVC8DH,B00DWGB6CU,5.0
A245SENOJSG91N,B00316263Y,5.0
A30PM5MKJ7J1RQ,B00BGA9WK2,1.0
A10I4NC8TY5NMM,B00CC1YRZE,5.0
A111EA31YBNX3M,B008CP5Q7M,5.0
A2JK2F69GDATO0,B003TVWNAM,2.0
A1NP50T9XJ66BE,B007KU7MPO,5.0
A1TWS222ONP961,B0020BAOGC,5.0
A26C4IEIRUZRL8,B003SGCO3E,5.0
A17JMV1GT26ZUJ,B007IJ7UHC,5.0
AQS8INDWB92L1,B00433SOQ2,3.0
A3RKA2UP5QGVP0,B000MEDI3K,5.0
AKNQ45GYB2YHB,B008FWSG3S,1.0
A2VKH0FDSTMK2A,B002WE6D44,4.0
A237EDMSYHNU7D,B00007E7K9,5.0
A2G8P8JDV23U05,B000OBMX00,4.0
AVPNQUVZWMDSX,B002FB7IX4,5.0
A3HI71IXPIVBYP,B004G6002M,4.0
A2Z7QKJE16YYAX,B0027EMHM6,2.0
A2TSU5SOAOJDAA,B000O3TFWW,5.0
A1GTQ1BW2WJZ3D,B004NBZ98K,5.0
A15FJ25R5YI070,B000NW2DE6,1.0
A1MGPNCGSW3BUZ,B004FJJ01W,4.0
AHD0JMIHRUCST,B003LW16S4,5.0
A32L767Q22HRMB,B00CXAC7Z6,4.0
A3IT6NE41Z2AU4,B000WFZRZG,5.0
A17M2QLE1QRKO4,B00BW6LTG0,5.0
A2WSO7WQS4QW0S,B000LRMS66,5.0
A28JDXMRJ2OPX0,B0071BTJPI,5.0
ANGNH419NSV9V,B003QA0MWW,4.0
AQ8OQFYTRIFFZ,B00AEMGGU2,5.0
A29NDUKYJY2XSN,B0071368WI,5.0
A1HW4M029I31C8,B001KFH6IS,4.0
A26V854H28L69M,B000UY3NR8,4.0
A3G2CHAB5A60Y1,B000NVR9SM,4.0
A1DQCCK7AQ4UT,B0000B3E8U,4.0
A3KCI3J9Z6M0SF,B00009XVBY,2.0
A3N4I2KRSMACW8,B004N85YD8,5.0
A3VHFCP4FYX7F,B0051OKCHG,3.0
ALXTZLHV99CIN,B004D2AZ06,5.0
A2FAHIXW6ZB34W,B008GVGPC2,5.0
A34D2KON2PU5HI,B006B7RFMW,5.0
AZBPCEU6DOB0V,B0077EVNY4,5.0
AZDJ1SMQA36O8,B004065DAC,5.0
A4VZ6J4FVQ2FA,B000MQ75YG,5.0
AGMT7HT1TTT7T,B001ASDHI8,5.0
A3OJ8VQUUBNQ2X,B003UYU42C,5.0
A363877IZBUHT2,B00CRXZPA8,4.0
A1H6CB774074CW,B008FQNE9A,4.0
A7EO623JIO3GS,B00BWLL9MY,4.0
A3JWU2J1AUQPL7,B002RTITIC,5.0
A2X5J8M8BI1PZ9,B003ZHTNNK,1.0
A3AZLDHN6JF8YW,B002M78E9I,3.0
A246FEQWUYGHXL,B0030F6KGK,2.0
A2G24UH3U0S63U,B004L6560S,5.0
A2HS5Y899Y82V0,B003UH3U4S,5.0
A2J3OPLOFN3AVV,B00752QXZ2,5.0
A2QTX74QKGE39C,B0027VT6OG,5.0
AQCFQRVZLP5L5,B002JN552E,4.0
A1OLM52CU62D7J,B0007WVABO,5.0
A1I6F5LBA813RL,B00505EZZ6,5.0
A1M0E7471QFK56,B001IVCLRU,3.0
A1LE16EXQK2YFY,B009HISC3I,1.0
A1GL4VXRUES03J,B00DNAF5JA,5.0
A1I1PLTN223ERB,B00113PUJQ,5.0
A1QSHGHN82U9GZ,B009EVLN7K,3.0
A2QPW5EHEW67AO,B000696SP6,5.0
A1FI8Y62V02UN,B000MCELG0,4.0
A15KMEKTZ64MGR,B0007WKB0U,4.0
A3S3VSXEFXBMRC,B004QOJ534,5.0
A21R3ZU697OG5F,B00GA3C662,2.0
A1NRGGQMDJ281P,B000EIXX4S,4.0
AZP8IDAN6S0G9,B0038P1TP4,5.0
AFDP1Z2IROK1V,B008D4X4GW,4.0
AHD3NZHDUZ5I6,B001TH8ORY,5.0
A2SCFLORGS4PVI,B008TLQ5RY,5.0
A2VV0TJNJT9D3O,B00005MAAR,3.0
A3TL67WG2HMFV5,B0036AZA6A,5.0
A226ZAAYSGQGWV,B0007R4LI8,5.0
A1ZWX8GX2SI7U7,B005IF78TS,4.0
A320I9U30VFQ4L,B003BIFJOA,5.0
A5QUOASG3D3QI,B007RTCWUI,5.0
A2HJYQDK2XROEA,B0041T0T0W,5.0
A3LJFTNG3SRM0L,B006ZT4VA0,5.0
A2SRHL2WG6OSAM,B00DR0B31U,4.0
A1IPRKBSP6L52N,B000MW3YE0,4.0
A327CGNSI955RS,B0019EQ1RW,5.0
A25B24Y1HOLMN7,B0055D66V4,5.0
AMZIIEOCHPGNA,B0078JXDRI,5.0
A11Y478PJDW2QV,B00005NIMJ,4.0
A3M0514264KY3I,B007OOBXUG,1.0
A3KHCO3MJLKLVA,B000VDF5VK,3.0
A34KSO3PTR3RM5,B000E65DG6,3.0
A2SP52NH44LRDS,B000P0PF9G,2.0
A1RTXQSNI2JPOK,B001V6P7DW,1.0
AH5FKRS3AJ7VY,B004M5WLLK,5.0
A38JYNGE7BE4OP,B000QUUFRW,5.0
A2HCQCLXBLWN67,B0027AGK3M,5.0
APKOAZ632RH8G,B009YGGKXC,5.0
A3NAFPT7OPUX81,B00012O6MU,1.0
A1M4DORALLWQL1,B005QI5DZI,4.0
A1ONWOXDW48MNI,B006CVY5WK,1.0
A6DFSRQOSPQ0R,B001EBE1LI,4.0
A1BVF0GF2JBJ32,B0035FZJHQ,5.0
A3HLTSRBQ1GVUH,B00E1HIVG8,5.0
ABPGR3PP3ITT9,B008UQJTF8,5.0
A3OAZLR066BVSY,B00009R6KK,4.0
A1QLB9CLZPWH5E,B002L6HDTC,5.0
A2N1Q6J0DWRTLH,B00004SB92,5.0
A10LKKMLGFJ4A2,B001CJ9392,5.0
A3GHF3VFGXACP6,B003ZYF3LO,5.0
AK007DD70ZB9P,B00061UHDS,5.0
A39MMBT4FOR5G4,B005FJ7OF0,4.0
A5BC3AQSRX6O,B0035R8TV2,4.0
A1P6YSIXO9OK27,B00CDIK48U,5.0
A3ET8LATG6AAA9,B0074BW614,4.0
A3A8EFT9AUXTAU,B001GCQ3KM,4.0
A1X9JN29XUGIYM,B007PPER0C,4.0
ALZ5SFT5RFGI6,B002XJN5B2,5.0
A27FV3L5FLVX1K,B008XM630S,3.0
AS1EQMJP7ZDJE,B000MUQ8P4,1.0
A1XUYIB4CZBKAR,B007WTAJTO,5.0
A1F9Z42CFF9IAY,B008CS5T76,1.0
A209VQDXMVFIJ3,B004J3ZV62,5.0
AGJFN29AFY0QR,B001FA1NVO,2.0
A1X2LUR9G47TBW,B0092T84HQ,5.0
A2PRWUPEZ5Q13V,B003FXD9FC,4.0
A2PZKHQ3CDLU8Y,B002WSHXQ2,5.0
A3CMGL5WZ60EO2,B007IV7KRU,5.0
A39OB19PEFUMJ9,B005Y5872O,5.0
A2HTV6C9MZ0K7O,B008B7ARRK,5.0
A2NTKAHMQGHU3K,B00BN5DF58,2.0
A34BZM6S9L7QI4,B007WTAJTO,5.0
A1K6RJLQIDJ33N,B0065PM9G2,4.0
A2SUZEM0AQKJ74,B002VYWQ1Y,5.0
A29QI3YGP7ZF8U,B0040QE98O,5.0
A1RLVNYQH0SK29,B000LRMS66,5.0
A2HWCHFGDXW2BU,B001KFH6IS,5.0
A3ILDX2D9D1K3P,B000JLI4Q2,5.0
A257L3Z155DIKA,B00009KCJ2,5.0
A2ZUNFDZLCQ8AP,B007UYKG4E,5.0
AQ0CFZC7FC862,B001RU0F0M,3.0
A2DFSJZC9TSHPV,B0019EHU8G,5.0
A1DKTE1I0BSSOD,B0002MQGRM,5.0
A21U2LQAC84G0E,B004FK3QWK,5.0
AJVR70XHKCXMB,B00FA4Y7N2,5.0
A23XAH0UYRX2C5,B002JQNXZC,2.0
A1WR3XVVO7DXEZ,B002Y6CJJ8,5.0
ANLBDFQGST9Q9,B007US83R2,4.0
A3OSS6QKUZHRXL,B001UE6MJI,1.0
A26DHW9QBK5Q1W,B000VYS5RA,5.0
AGP9586M1SP0A,B00604YU6A,5.0
A3SMQWMOATCLWS,B001TC4UIG,4.0
A21J4QRUE6CSIT,B000R9AAJA,4.0
A3JMTQKXQNRB83,B00006JQ06,4.0
A2UULUOETXHCPL,B000HARTYI,5.0
A2N9NYJ1TRD5EG,B000PALZE0,5.0
A2CXNTDI36AVYP,B001T9NX9Q,4.0
A3LLX3ZI3L039I,B007PY3ZPG,5.0
A26NVIXZA5WAQI,B003ETHNA4,5.0
A2I6OWCDH7ORBT,B003YKG2UK,5.0
A24SFV50IEN39P,B005DWR4A4,1.0
A2ADK5HZNUEDG2,B000I8AGRG,5.0
AK67VQIMH4MUV,B007WTAJTO,5.0
A3IVUKGAV2OO7R,B00009W8XH,5.0
A1XX0Z8VXAFYFX,B0014KOCJU,4.0
A2QRKVFM8KTQNN,B00006HYPV,1.0
A2G5IOJ20VK8D4,B000IN09C8,4.0
A2NL7BJ53HM51W,B001TH7T2U,5.0
A39HRFVAYIYBAD,B006T9AE0C,5.0
A5JLAU2ARJ0BO,B000067DKB,5.0
A1DC8HTASXT6L7,B001QWQDPC,5.0
AVA6QCJDSFZ8O,B002RGTEQG,5.0
A1HT6NOXUJCZD8,B003PNKK36,5.0
A2YYDDZRVJN8G,B007X6FC48,5.0
A16BJKX8H8CHIE,B001SJEGDE,3.0
A2VHHAOCI4LRVX,B002SGATH8,5.0
A2735L9JB6K71F,B0041O5XU8,5.0
A20TQEO3ED7JAI,B00080G0BK,5.0
A1RY0O29LOP1B8,B003WOLOLU,5.0
A25BLQ96C75OQJ,B002MUGUFK,1.0
A1TN3OUYQ44J3M,B006BGZJJ4,5.0
A3KHUKOJ61DK7R,B000RT8CM2,4.0
AHJ7ANCBT8HTS,B003690Q42,5.0
A2X05YN42VQ1D5,B00CM2RYYE,2.0
A2Y7WLLHVMRTUQ,B000QZ0036,2.0
A1BN36SAWCLCIK,B000DZS0G8,2.0
A1IKDOLHLCUWTD,B00007E7JU,5.0
AJEXBAHOV6WOI,B000V5O640,3.0
A31FG7SHVBY163,B005E7KMH0,4.0
A8WXLST0944GZ,B000HARTYI,5.0
A4ZG65YFAPIIE,B0082YEH8M,5.0
A2O52V6JY943A0,B0013FZ326,3.0
A1JJ58GXGIQH9B,B000GAMO4O,5.0
A1OZ3W1NXKTWCR,B004RE20EO,2.0
A21N0OINVRUUC4,B006G6UJSK,5.0
A2054D4X64XATS,B003IBB9CG,5.0
AG49Y15LHP64P,B00B7HLB1C,4.0
A1INOBUIE49905,B00629NHW6,5.0
A1ZMWP5SNMQG94,B005HNG266,5.0
A1KZU0OC4VVWZ,B00AJCI3DA,3.0
AVIZ6L554P6OK,B00EDOCYFI,5.0
A2RX1WIH9OFC76,B003VAGXZC,1.0
ATU6O19T2XIDY,B00719CH0O,1.0
AJ19JABX4UD3I,B00G53TDF4,4.0
A1NBT8TS6W9MDK,B004JXVOD6,5.0
AERQ1A10YXLBA,B001RHZLKE,4.0
A2D8F31HCU7PSM,B004Y39L2W,5.0
A2A32HEQ3QGPEK,B0001GNJWY,5.0
ASTHW9UYFYSSI,B00AHBKW2S,5.0
A2HQ47XKALSDZY,B00DTZNCCQ,5.0
A3IAX4OI1MQ1Z9,B005V2DVI0,5.0
A29SJORCEI33OK,B0079M711S,5.0
A3A7F4EAWCJX1I,B001AV48JM,5.0
AY8NBDGB4RHP0,B00CQGTS04,3.0
A3JGOH0FZUOZQH,B00EUUKVXM,3.0
A2S5Z4QX8OSW78,B0047K7SPO,5.0
A2OMAHRS42UX7W,B000R3BTDC,5.0
A1A88C5LKT0JZK,B005DSPLC6,4.0
AIEGWCTEP3IYV,B005TCJJ9M,1.0
A3ERS94QZJJ9EP,B005FYNSPK,5.0
AHBJVK85QLGCI,B005FYNSPK,5.0
A14IWK6PZ81U50,B008CX2A2I,3.0
AAVE52Y82ZIOF,B005CNR7B0,4.0
A2CVIAYJ2A4936,B00BAUAJUK,5.0
A30WCR0A3N1MNH,B00DMS0GTC,4.0
A18KHGM44IZMEW,B0030FMQ90,5.0
A6L6B99UNF70F,B004SBI2PW,5.0
AMF15IES32OCD,B001CCAISE,5.0
A1VCPMT1RRS7K0,B00ER1PDE6,3.0
A1HCE1P2ZMBLQ2,B003NESFMU,4.0
A21PWC5LTP2WKY,B007IVW15Q,5.0
AHEBQ45V2AMWT,B00009UHCK,1.0
AC1DKP8IT9U45,B000CHRK6S,4.0
A6Z1872PFV4FV,B006BGZJJ4,5.0
A33HKS8IOQULEI,B005VEZ54Q,5.0
A2UWTJGU9WRCYG,B002WE6D44,5.0
ACALTD03PE1BU,B00C8T7CXO,1.0
A3MQ4LTILYUQXG,B005KOZNBW,5.0
A20DLQSQE4BBTH,B00005JGFO,5.0
A1M3EVL9S5I9XR,B004S50WPG,3.0
ADALY60T9TBX2,B000HI7OZY,5.0
A9ZLQMQRPRVAL,B00BIP816Q,5.0
A1LK0BL3FYLOUP,B004WZVO68,5.0
A2OXA8FTVEXVK2,B0002CPBWI,5.0
A1TD48TVT61JEY,B00EVNVU10,4.0
A1E2A48N7SCJN3,B008KFGN80,5.0
A3LUJMTD6N6KP2,B000ID7QNI,5.0
A3I5S5DAG36V80,B002HRE3ES,5.0
A157Q7D0UKOC1N,B008HK3SSG,3.0
A37DH425IEA4RV,B004Q2FEQS,4.0
A2RLZ2VD2AT8DL,B00G3OGIOO,4.0
A15P5QSSQ1GI4F,B0015KV7HE,5.0
AQDK7THFRBXWZ,B0041Q38NU,5.0
A11BXN369O3E86,B000Z80ICM,3.0
A2N3HRFL6XBSU9,B005OTPVMY,5.0
A24QILJ72GKFU3,B0028B0PD6,5.0
A2BRPEQLNR630C,B000I3P07C,5.0
A39TJ2ZSGM24PI,B001D9IGRG,5.0
A2CBL1QTPLOSOA,B0053NBLFW,5.0
A33V2I2Y89KHJR,B002IL30I8,5.0
A1OP5AYTKG1YD,B000LTNIZE,4.0
AUAEPO5UA68QZ,B0011ULQNI,5.0
A2K8J2UF36G3AB,B002QEBMAK,4.0
A2YO88BSIMO33S,B000GK8LVE,4.0
A1CAMR5NZ5Q6GV,B00966IU4M,5.0
A13DK040FDLYNR,B004QBCOPS,5.0
A2W2KXZJSBN44C,B00AHBKW2S,5.0
A20PKBT1ZQWCPT,B0019EHU8G,5.0
A24O0LR0EQEB6P,B001415ENM,4.0
A2SS98Y7682D3R,B002WIZ2DS,1.0
A3GGFJ4SNKS0US,B009A136T2,5.0
A3MXCJLKNMNLX9,B001DDW9V6,5.0
AC7GWE0U71BTR,B000NUYW92,4.0
A2MDX8WFDTCLD6,B002CI9BEY,5.0
A1BDQV65H2ZND3,B00ACF8XWA,3.0
AJ5F84OSPLK0Y,B000FTLOL0,5.0
A17RBE9S8S3UOP,B0049S6ZUS,5.0
A3II04LRFI29WX,B0000BZOGJ,5.0
A3RJVINZDBOUNE,B009UZ3TF4,5.0
A196LR26UWY8G,B005EOWBHC,5.0
A2YICFDQ540B0,B003ES5ZUU,4.0
A2RPFZUG943WE7,B001VJ5W0C,5.0
ANBTTR2QT4C7,B0037WNONS,3.0
A2L3VH78WOCQWH,B001I8SCJ4,1.0
AMI4N4M42GR8I,B00FGOTBQO,4.0
A38NJ1FZ5I9CID,B004GF8TIK,5.0
AE5DUWBZKHH15,B002QEBMAK,5.0
A21FYICDPZKEBI,B00009W3U5,4.0
A1BAZA25G7QXOC,B0053D7LWE,5.0
A2W3D3I07KYX58,B007WTAJTO,4.0
A2FFLKS9J38Z4D,B000B60H0G,1.0
A1S8M0YCTQ2I0S,B003P7TSEY,1.0
ACJ1H2B3BHDF9,B000Q7IA5E,4.0
A27V1YFLFVD8O6,B001JPQXHE,5.0
A10KGLRT1VVPJH,B006OBGEHW,4.0
A6AQ7WYM34MYF,B001E01EYQ,5.0
A2PCC6UWMOCQEF,B000EMCZ52,2.0
A1W9HD0O4IB59G,B009B8EJYU,5.0
A1LDEGLN2964Z2,B000RYSR0E,4.0
AGF1TDIIXFAB2,B000FG795I,1.0
AL9WKVMRI6GFB,B005PUZOYM,4.0
A17Z9H32UL7T75,B005FCGWIC,2.0
A239Y34FQ255DO,B00FRBPJOO,2.0
A10MUKBXVI4FZ6,B001EPUQAE,5.0
A7TUDIURSHXJ9,B005IA843W,5.0
A1D86J8RSNSCC5,B0002KVQBA,5.0
A3PWFSU0U68MCJ,B00C9L6JYY,5.0
A2E9ZQI7NAOEHL,B006L0S2RQ,4.0
APGPP8X1OJY5I,B0049MPQA4,5.0
A1Z262KBQIH77K,B001S2RD9U,4.0
A18E916B0X9JJK,B00AFXGMN6,2.0
A16L169ULXEGHM,B0056KEPVO,5.0
A1D6ZE1DTT2HDM,B0072XTFI6,5.0
A1XOF1SGHJSRPK,B0044CWG0M,5.0
AN9WA4C5E7YY5,B00009UTWA,4.0
ATLDLU5VSP44R,B0097252UK,5.0
A2XLC5T25IKTF4,B003XU6H8I,5.0
A398Z43R6EWLB4,B006CB0BCI,4.0
A14V6QKP0SJ18C,B002Y0MSU4,5.0
A2L47J2PUQU4YW,B000BB5T2M,2.0
A1JWX3O09U7DYE,B008DVMRXG,5.0
A1RQPSS675IPJZ,B005CMMWHU,5.0
A1BNT5Y6ZJRB7V,B003IFMZAM,5.0
A33UK6606EAFVI,B004LTEUDO,5.0
AWREW5TJR9S3B,B00AWKC0JM,3.0
A153I2VS0DAZ3U,B001BGGD8A,5.0
A16RVKZLE6QJ09,B00A3VFIM6,5.0
APL3Z5S2NZQCP,B005L968D8,5.0
